chunk_tokens,dataset,max_prompt_tokens,prompt_tokens,reason,sample_id,sample_idx,truncated_prompt_tokens
,wikimqa,4096,6344,prompt truncated to max_prompt_tokens,58,58,4096
4013,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",58,58,
,wikimqa,4096,6227,prompt truncated to max_prompt_tokens,59,59,4096
4016,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",59,59,
,wikimqa,4096,6586,prompt truncated to max_prompt_tokens,60,60,4096
4014,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",60,60,
,wikimqa,4096,6337,prompt truncated to max_prompt_tokens,61,61,4096
4012,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",61,61,
,wikimqa,4096,6244,prompt truncated to max_prompt_tokens,62,62,4096
4011,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",62,62,
,wikimqa,4096,6323,prompt truncated to max_prompt_tokens,63,63,4096
4016,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",63,63,
,wikimqa,4096,6358,prompt truncated to max_prompt_tokens,64,64,4096
4019,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",64,64,
,wikimqa,4096,6584,prompt truncated to max_prompt_tokens,65,65,4096
4016,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",65,65,
,wikimqa,4096,6383,prompt truncated to max_prompt_tokens,66,66,4096
4011,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",66,66,
,wikimqa,4096,6546,prompt truncated to max_prompt_tokens,67,67,4096
4012,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",67,67,
,wikimqa,4096,6516,prompt truncated to max_prompt_tokens,68,68,4096
4014,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",68,68,
,wikimqa,4096,6691,prompt truncated to max_prompt_tokens,69,69,4096
4007,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",69,69,
,wikimqa,4096,6479,prompt truncated to max_prompt_tokens,70,70,4096
4011,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",70,70,
,wikimqa,4096,6150,prompt truncated to max_prompt_tokens,71,71,4096
4012,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",71,71,
,wikimqa,4096,6424,prompt truncated to max_prompt_tokens,72,72,4096
4013,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",72,72,
,wikimqa,4096,7275,prompt truncated to max_prompt_tokens,73,73,4096
4009,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",73,73,
,wikimqa,4096,5892,prompt truncated to max_prompt_tokens,74,74,4096
4007,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",74,74,
,wikimqa,4096,6831,prompt truncated to max_prompt_tokens,75,75,4096
4015,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",75,75,
,wikimqa,4096,7306,prompt truncated to max_prompt_tokens,76,76,4096
4012,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",76,76,
,wikimqa,4096,6108,prompt truncated to max_prompt_tokens,77,77,4096
4016,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",77,77,
,wikimqa,4096,7187,prompt truncated to max_prompt_tokens,78,78,4096
4019,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",78,78,
,wikimqa,4096,6415,prompt truncated to max_prompt_tokens,79,79,4096
4013,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",79,79,
,wikimqa,4096,6608,prompt truncated to max_prompt_tokens,80,80,4096
4009,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",80,80,
,wikimqa,4096,6281,prompt truncated to max_prompt_tokens,81,81,4096
4010,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",81,81,
,wikimqa,4096,6630,prompt truncated to max_prompt_tokens,82,82,4096
4010,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",82,82,
,wikimqa,4096,6764,prompt truncated to max_prompt_tokens,83,83,4096
4013,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",83,83,
,wikimqa,4096,6703,prompt truncated to max_prompt_tokens,84,84,4096
4010,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",84,84,
,wikimqa,4096,6277,prompt truncated to max_prompt_tokens,85,85,4096
4008,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",85,85,
,wikimqa,4096,6210,prompt truncated to max_prompt_tokens,86,86,4096
4009,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",86,86,
,wikimqa,4096,6090,prompt truncated to max_prompt_tokens,87,87,4096
4012,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",87,87,
,wikimqa,4096,6464,prompt truncated to max_prompt_tokens,88,88,4096
4011,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",88,88,
,wikimqa,4096,6060,prompt truncated to max_prompt_tokens,89,89,4096
4016,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",89,89,
,wikimqa,4096,6525,prompt truncated to max_prompt_tokens,90,90,4096
4010,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",90,90,
,wikimqa,4096,6083,prompt truncated to max_prompt_tokens,91,91,4096
4011,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",91,91,
,wikimqa,4096,6437,prompt truncated to max_prompt_tokens,92,92,4096
4015,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",92,92,
,wikimqa,4096,6724,prompt truncated to max_prompt_tokens,93,93,4096
4016,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",93,93,
,wikimqa,4096,6419,prompt truncated to max_prompt_tokens,94,94,4096
4015,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",94,94,
,wikimqa,4096,6504,prompt truncated to max_prompt_tokens,95,95,4096
4011,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",95,95,
,wikimqa,4096,6466,prompt truncated to max_prompt_tokens,96,96,4096
4009,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",96,96,
,wikimqa,4096,6641,prompt truncated to max_prompt_tokens,97,97,4096
4012,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",97,97,
,wikimqa,4096,6479,prompt truncated to max_prompt_tokens,98,98,4096
4014,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",98,98,
,wikimqa,4096,6661,prompt truncated to max_prompt_tokens,99,99,4096
4014,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",99,99,
,wikimqa,4096,6556,prompt truncated to max_prompt_tokens,100,100,4096
4013,wikimqa,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",100,100,
,samsum,4096,11019,prompt truncated to max_prompt_tokens,5da5f97a6782e2f4559618a1ac96a0eaa98ff99ae2f5b189,1,4096
4048,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.70 GiB is free. Including non-PyTorch memory, this process has 21.85 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",5da5f97a6782e2f4559618a1ac96a0eaa98ff99ae2f5b189,1,
2883,samsum,,3080,"CUDA out of memory. Tried to allocate 1.13 GiB. GPU 0 has a total capacity of 23.56 GiB of which 305.25 MiB is free. Including non-PyTorch memory, this process has 23.25 GiB memory in use. Of the allocated memory 20.50 GiB is allocated by PyTorch, and 2.44 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",e5b2529de4edb475662403295e8fb4c639067de48ea3fa13,2,
,samsum,4096,15253,prompt truncated to max_prompt_tokens,0681192bf437818262545c9d5d410f94fd265b20f23d5111,3,4096
4001,samsum,,4096,"CUDA out of memory. Tried to allocate 2.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.43 GiB is free. Including non-PyTorch memory, this process has 22.12 GiB memory in use. Of the allocated memory 20.52 GiB is allocated by PyTorch, and 1.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",0681192bf437818262545c9d5d410f94fd265b20f23d5111,3,
,samsum,4096,9907,prompt truncated to max_prompt_tokens,6f9361273f0bb0f4da30c7204050eaf72782a8fdae636bb2,4,4096
