dataset,reason,sample_id,sample_idx
wikimqa,"CUDA out of memory. Tried to allocate 4.74 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.72 GiB is allocated by PyTorch, and 4.48 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",13,13
wikimqa,"CUDA out of memory. Tried to allocate 5.48 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.38 GiB is allocated by PyTorch, and 8.82 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",14,14
wikimqa,"CUDA out of memory. Tried to allocate 4.74 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.72 GiB is allocated by PyTorch, and 4.49 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",15,15
wikimqa,"CUDA out of memory. Tried to allocate 5.35 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.31 GiB is allocated by PyTorch, and 8.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",16,16
wikimqa,"CUDA out of memory. Tried to allocate 4.98 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 19.09 GiB is allocated by PyTorch, and 4.11 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",17,17
wikimqa,"CUDA out of memory. Tried to allocate 4.86 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.90 GiB is allocated by PyTorch, and 4.30 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",18,18
wikimqa,"CUDA out of memory. Tried to allocate 4.08 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 17.71 GiB is allocated by PyTorch, and 5.50 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",19,19
wikimqa,"CUDA out of memory. Tried to allocate 4.72 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.70 GiB is allocated by PyTorch, and 4.50 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",20,20
wikimqa,"CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.58 GiB is allocated by PyTorch, and 4.63 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",21,21
wikimqa,"CUDA out of memory. Tried to allocate 4.83 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.87 GiB is allocated by PyTorch, and 4.34 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",22,22
wikimqa,"CUDA out of memory. Tried to allocate 5.11 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.18 GiB is allocated by PyTorch, and 9.02 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",23,23
wikimqa,"CUDA out of memory. Tried to allocate 5.62 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.46 GiB is allocated by PyTorch, and 8.74 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",24,24
wikimqa,"CUDA out of memory. Tried to allocate 5.16 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.21 GiB is allocated by PyTorch, and 8.99 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",25,25
wikimqa,"CUDA out of memory. Tried to allocate 5.00 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 19.13 GiB is allocated by PyTorch, and 4.08 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",26,26
wikimqa,"CUDA out of memory. Tried to allocate 4.90 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.97 GiB is allocated by PyTorch, and 4.23 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",27,27
wikimqa,"CUDA out of memory. Tried to allocate 4.24 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 17.95 GiB is allocated by PyTorch, and 5.25 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",28,28
wikimqa,"CUDA out of memory. Tried to allocate 5.40 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.34 GiB is allocated by PyTorch, and 8.86 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",29,29
wikimqa,"CUDA out of memory. Tried to allocate 4.48 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.33 GiB is allocated by PyTorch, and 4.88 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",30,30
wikimqa,"CUDA out of memory. Tried to allocate 6.50 GiB. GPU 0 has a total capacity of 23.56 GiB of which 6.45 GiB is free. Including non-PyTorch memory, this process has 17.10 GiB memory in use. Of the allocated memory 14.93 GiB is allocated by PyTorch, and 1.86 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",31,31
wikimqa,"CUDA out of memory. Tried to allocate 4.94 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.51 GiB is free. Including non-PyTorch memory, this process has 22.04 GiB memory in use. Of the allocated memory 19.04 GiB is allocated by PyTorch, and 2.70 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",32,32
wikimqa,"CUDA out of memory. Tried to allocate 4.86 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.51 GiB is free. Including non-PyTorch memory, this process has 22.04 GiB memory in use. Of the allocated memory 18.91 GiB is allocated by PyTorch, and 2.82 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",33,33
wikimqa,"CUDA out of memory. Tried to allocate 5.21 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.35 GiB is free. Including non-PyTorch memory, this process has 22.20 GiB memory in use. Of the allocated memory 19.45 GiB is allocated by PyTorch, and 2.44 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",34,34
wikimqa,"CUDA out of memory. Tried to allocate 5.43 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.14 GiB is free. Including non-PyTorch memory, this process has 22.41 GiB memory in use. Of the allocated memory 19.78 GiB is allocated by PyTorch, and 2.33 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",35,35
wikimqa,"CUDA out of memory. Tried to allocate 5.10 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.14 GiB is free. Including non-PyTorch memory, this process has 22.41 GiB memory in use. Of the allocated memory 14.18 GiB is allocated by PyTorch, and 7.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",36,36
wikimqa,"CUDA out of memory. Tried to allocate 5.05 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.03 GiB is free. Including non-PyTorch memory, this process has 22.52 GiB memory in use. Of the allocated memory 19.21 GiB is allocated by PyTorch, and 3.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",37,37
wikimqa,"CUDA out of memory. Tried to allocate 4.62 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.03 GiB is free. Including non-PyTorch memory, this process has 22.52 GiB memory in use. Of the allocated memory 18.54 GiB is allocated by PyTorch, and 3.67 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",38,38
wikimqa,"CUDA out of memory. Tried to allocate 5.49 GiB. GPU 0 has a total capacity of 23.56 GiB of which 991.25 MiB is free. Including non-PyTorch memory, this process has 22.58 GiB memory in use. Of the allocated memory 19.88 GiB is allocated by PyTorch, and 2.40 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",39,39
wikimqa,"CUDA out of memory. Tried to allocate 4.93 GiB. GPU 0 has a total capacity of 23.56 GiB of which 991.25 MiB is free. Including non-PyTorch memory, this process has 22.58 GiB memory in use. Of the allocated memory 19.01 GiB is allocated by PyTorch, and 3.26 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",40,40
wikimqa,"CUDA out of memory. Tried to allocate 4.65 GiB. GPU 0 has a total capacity of 23.56 GiB of which 991.25 MiB is free. Including non-PyTorch memory, this process has 22.58 GiB memory in use. Of the allocated memory 18.59 GiB is allocated by PyTorch, and 3.68 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",41,41
wikimqa,"CUDA out of memory. Tried to allocate 4.85 GiB. GPU 0 has a total capacity of 23.56 GiB of which 991.25 MiB is free. Including non-PyTorch memory, this process has 22.58 GiB memory in use. Of the allocated memory 18.89 GiB is allocated by PyTorch, and 3.38 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",42,42
wikimqa,"CUDA out of memory. Tried to allocate 4.86 GiB. GPU 0 has a total capacity of 23.56 GiB of which 991.25 MiB is free. Including non-PyTorch memory, this process has 22.58 GiB memory in use. Of the allocated memory 18.91 GiB is allocated by PyTorch, and 3.36 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",43,43
wikimqa,"CUDA out of memory. Tried to allocate 4.95 GiB. GPU 0 has a total capacity of 23.56 GiB of which 991.25 MiB is free. Including non-PyTorch memory, this process has 22.58 GiB memory in use. Of the allocated memory 19.05 GiB is allocated by PyTorch, and 3.22 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",44,44
wikimqa,"CUDA out of memory. Tried to allocate 5.01 GiB. GPU 0 has a total capacity of 23.56 GiB of which 991.25 MiB is free. Including non-PyTorch memory, this process has 22.58 GiB memory in use. Of the allocated memory 19.14 GiB is allocated by PyTorch, and 3.14 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",45,45
wikimqa,"CUDA out of memory. Tried to allocate 6.67 GiB. GPU 0 has a total capacity of 23.56 GiB of which 6.45 GiB is free. Including non-PyTorch memory, this process has 17.10 GiB memory in use. Of the allocated memory 15.02 GiB is allocated by PyTorch, and 1.76 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",46,46
wikimqa,"CUDA out of memory. Tried to allocate 5.58 GiB. GPU 0 has a total capacity of 23.56 GiB of which 895.25 MiB is free. Including non-PyTorch memory, this process has 22.68 GiB memory in use. Of the allocated memory 20.02 GiB is allocated by PyTorch, and 2.35 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",47,47
wikimqa,"CUDA out of memory. Tried to allocate 4.62 GiB. GPU 0 has a total capacity of 23.56 GiB of which 895.25 MiB is free. Including non-PyTorch memory, this process has 22.68 GiB memory in use. Of the allocated memory 18.54 GiB is allocated by PyTorch, and 3.83 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",48,48
wikimqa,"CUDA out of memory. Tried to allocate 4.95 GiB. GPU 0 has a total capacity of 23.56 GiB of which 895.25 MiB is free. Including non-PyTorch memory, this process has 22.68 GiB memory in use. Of the allocated memory 19.05 GiB is allocated by PyTorch, and 3.32 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",49,49
wikimqa,"CUDA out of memory. Tried to allocate 4.92 GiB. GPU 0 has a total capacity of 23.56 GiB of which 895.25 MiB is free. Including non-PyTorch memory, this process has 22.68 GiB memory in use. Of the allocated memory 19.01 GiB is allocated by PyTorch, and 3.36 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",50,50
wikimqa,"CUDA out of memory. Tried to allocate 5.33 GiB. GPU 0 has a total capacity of 23.56 GiB of which 895.25 MiB is free. Including non-PyTorch memory, this process has 22.68 GiB memory in use. Of the allocated memory 14.31 GiB is allocated by PyTorch, and 8.06 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",51,51
wikimqa,"CUDA out of memory. Tried to allocate 6.60 GiB. GPU 0 has a total capacity of 23.56 GiB of which 6.45 GiB is free. Including non-PyTorch memory, this process has 17.10 GiB memory in use. Of the allocated memory 14.99 GiB is allocated by PyTorch, and 1.80 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",52,52
wikimqa,"CUDA out of memory. Tried to allocate 5.29 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 19.57 GiB is allocated by PyTorch, and 2.51 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",53,53
wikimqa,"CUDA out of memory. Tried to allocate 4.70 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.66 GiB is allocated by PyTorch, and 3.42 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",54,54
wikimqa,"CUDA out of memory. Tried to allocate 5.30 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 19.59 GiB is allocated by PyTorch, and 2.50 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",55,55
wikimqa,"CUDA out of memory. Tried to allocate 4.71 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.68 GiB is allocated by PyTorch, and 3.41 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",56,56
wikimqa,"CUDA out of memory. Tried to allocate 4.89 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.96 GiB is allocated by PyTorch, and 3.13 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",57,57
wikimqa,"CUDA out of memory. Tried to allocate 4.80 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.82 GiB is allocated by PyTorch, and 3.27 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",58,58
wikimqa,"CUDA out of memory. Tried to allocate 4.62 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.54 GiB is allocated by PyTorch, and 3.54 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",59,59
wikimqa,"CUDA out of memory. Tried to allocate 5.17 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 14.22 GiB is allocated by PyTorch, and 7.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",60,60
wikimqa,"CUDA out of memory. Tried to allocate 4.79 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.80 GiB is allocated by PyTorch, and 3.29 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",61,61
wikimqa,"CUDA out of memory. Tried to allocate 4.65 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.58 GiB is allocated by PyTorch, and 3.50 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",62,62
wikimqa,"CUDA out of memory. Tried to allocate 4.77 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.77 GiB is allocated by PyTorch, and 3.32 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",63,63
wikimqa,"CUDA out of memory. Tried to allocate 4.82 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.85 GiB is allocated by PyTorch, and 3.24 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",64,64
wikimqa,"CUDA out of memory. Tried to allocate 5.17 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 14.22 GiB is allocated by PyTorch, and 7.87 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",65,65
wikimqa,"CUDA out of memory. Tried to allocate 4.86 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 18.91 GiB is allocated by PyTorch, and 3.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",66,66
wikimqa,"CUDA out of memory. Tried to allocate 5.11 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.16 GiB is free. Including non-PyTorch memory, this process has 22.39 GiB memory in use. Of the allocated memory 14.19 GiB is allocated by PyTorch, and 7.90 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",67,67
